rgn_id,year,usd
1,2002,1.13E+11
1,2004,1.27E+11
1,2005,1.34E+11
1,2006,1.45E+11
1,2007,1.67E+11
1,2008,2.02E+11
1,2009,1.95E+11
1,2010,2.17E+11
1,2011,2.43E+11
2,2002,1.13E+11
2,2004,1.27E+11
2,2005,1.34E+11
2,2006,1.45E+11
2,2007,1.67E+11
2,2008,2.02E+11
2,2009,1.95E+11
2,2010,2.17E+11
2,2011,2.43E+11
3,2002,1.13E+11
3,2004,1.27E+11
3,2005,1.34E+11
3,2006,1.45E+11
3,2007,1.67E+11
3,2008,2.02E+11
3,2009,1.95E+11
3,2010,2.17E+11
3,2011,2.43E+11
4,2002,1.13E+11
4,2004,1.27E+11
4,2005,1.34E+11
4,2006,1.45E+11
4,2007,1.67E+11
4,2008,2.02E+11
4,2009,1.95E+11
4,2010,2.17E+11
4,2011,2.43E+11
5,2002,1.13E+11
5,2004,1.27E+11
5,2005,1.34E+11
5,2006,1.45E+11
5,2007,1.67E+11
5,2008,2.02E+11
5,2009,1.95E+11
5,2010,2.17E+11
5,2011,2.43E+11
6,2002,1.13E+11
6,2004,1.27E+11
6,2005,1.34E+11
6,2006,1.45E+11
6,2007,1.67E+11
6,2008,2.02E+11
6,2009,1.95E+11
6,2010,2.17E+11
6,2011,2.43E+11
