"cntry_key","year","usd"
"ISR",1980,7469.523844
"ISR",1981,8469.903231
"ISR",1982,8727.612494
"ISR",1983,9220.022414
"ISR",1984,9643.546602
"ISR",1985,9975.133762
"ISR",1986,10392.00258
"ISR",1987,11211.79514
"ISR",1988,11876.8504
"ISR",1989,12434.11906
"ISR",1990,13373.40845
"ISR",1991,13830.57236
"ISR",1992,14639.56537
"ISR",1993,15128.02261
"ISR",1994,16115.47507
"ISR",1995,18878.03692
"ISR",1996,19783.36173
"ISR",1997,20290.30499
"ISR",1998,20890.96737
"ISR",1999,21366.79466
"ISR",2000,23519.69663
"ISR",2001,23435.51711
"ISR",2002,23527.69569
"ISR",2003,22260.59647
"ISR",2004,23570.62466
"ISR",2005,23339.95407
"ISR",2006,23957.44711
"ISR",2007,25705.45003
"ISR",2008,25599.56081
"ISR",2009,25932.75828
"ISR",2010,27048.17049
"ISR",2011,28809.33852
"ISR",2012,28354.6694413335
