"rgn_id","level","georgn_id"
1,"r2",145
4,"r2",145
5,"r2",145
2,"r2",145
3,"r2",145
6,"r2",145
1,"r1",142
4,"r1",142
5,"r1",142
2,"r1",142
3,"r1",142
6,"r1",142
1,"r0",1
4,"r0",1
5,"r0",1
2,"r0",1
3,"r0",1
6,"r0",1
