rgn_id,year,hotel_jobs_n,wages_tourism_monthly_mean
1,2008,,
1,2009,,
1,2010,,
1,2011,,
1,2012,,
1,2013,,
2,2008,,
2,2009,,
2,2010,,
2,2011,,
2,2012,,
2,2013,,
3,2008,0,0
3,2009,0,0
3,2010,0,0
3,2011,0,0
3,2012,0,0
3,2013,0,0
4,2008,3264,7059
4,2009,3303,7077
4,2010,3533,7329
4,2011,3739,7558
4,2012,3872,7738
4,2013,3926,7743
5,2008,,
5,2009,,
5,2010,,
5,2011,,
5,2012,,
5,2013,,
6,2008,3264,7059
6,2009,3303,7077
6,2010,3533,7329
6,2011,3739,7558
6,2012,3872,7738
6,2013,3926,7743
