"rgn_id","year","hotel_jobs_n","wages_tourism_monthly_mean"
0,2008,4452,6410.25
0,2009,4513,6486.5
0,2010,4775,6808.5
0,2011,5016,7022
0,2012,5156,7273.25
0,2013,5238,7407.25
