"rgn_id","species_code","year","tonnes"
1,93,2000,0
4,93,2000,0
5,93,2000,0
2,93,2000,0
3,93,2000,0
6,93,2000,0
1,684,2000,0
4,684,2000,0
5,684,2000,0
2,684,2000,0
3,684,2000,0
6,684,2000,0
1,94,2000,0
4,94,2000,0
5,94,2000,0
2,94,2000,0
3,94,2000,0
6,94,2000,0
1,685,2000,150
4,685,2000,150
5,685,2000,150
2,685,2000,150
3,685,2000,150
6,685,2000,150
1,95,2000,0
4,95,2000,0
5,95,2000,0
2,95,2000,0
3,95,2000,0
6,95,2000,0
1,686,2000,2511
4,686,2000,2511
5,686,2000,2511
2,686,2000,2511
3,686,2000,2511
6,686,2000,2511
1,96,2000,0
4,96,2000,0
5,96,2000,0
2,96,2000,0
3,96,2000,0
6,96,2000,0
1,687,2000,16
4,687,2000,16
5,687,2000,16
2,687,2000,16
3,687,2000,16
6,687,2000,16
1,97,2000,0
4,97,2000,0
5,97,2000,0
2,97,2000,0
3,97,2000,0
6,97,2000,0
1,688,2000,197
4,688,2000,197
5,688,2000,197
2,688,2000,197
3,688,2000,197
6,688,2000,197
1,689,2000,40
4,689,2000,40
5,689,2000,40
2,689,2000,40
3,689,2000,40
6,689,2000,40
1,93,2001,48
4,93,2001,48
5,93,2001,48
2,93,2001,48
3,93,2001,48
6,93,2001,48
1,684,2001,0
4,684,2001,0
5,684,2001,0
2,684,2001,0
3,684,2001,0
6,684,2001,0
1,94,2001,123
4,94,2001,123
5,94,2001,123
2,94,2001,123
3,94,2001,123
6,94,2001,123
1,685,2001,214
4,685,2001,214
5,685,2001,214
2,685,2001,214
3,685,2001,214
6,685,2001,214
1,95,2001,0
4,95,2001,0
5,95,2001,0
2,95,2001,0
3,95,2001,0
6,95,2001,0
1,686,2001,2688
4,686,2001,2688
5,686,2001,2688
2,686,2001,2688
3,686,2001,2688
6,686,2001,2688
1,96,2001,0
4,96,2001,0
5,96,2001,0
2,96,2001,0
3,96,2001,0
6,96,2001,0
1,687,2001,80
4,687,2001,80
5,687,2001,80
2,687,2001,80
3,687,2001,80
6,687,2001,80
1,97,2001,190
4,97,2001,190
5,97,2001,190
2,97,2001,190
3,97,2001,190
6,97,2001,190
1,688,2001,109
4,688,2001,109
5,688,2001,109
2,688,2001,109
3,688,2001,109
6,688,2001,109
1,689,2001,70
4,689,2001,70
5,689,2001,70
2,689,2001,70
3,689,2001,70
6,689,2001,70
1,93,2002,66
4,93,2002,66
5,93,2002,66
2,93,2002,66
3,93,2002,66
6,93,2002,66
1,684,2002,0
4,684,2002,0
5,684,2002,0
2,684,2002,0
