"rgn_id","component","value"
1,"economy",1
4,"economy",1
5,"economy",1
2,"economy",1
3,"economy",1
6,"economy",1
1,"livelihood",1
4,"livelihood",1
5,"livelihood",1
2,"livelihood",1
3,"livelihood",1
6,"livelihood",1
